web_scraper_order,web_scraper_start_url,data-page-selector,name_1,multiple_data_spesifik_place,BreadcrumbList_ListItem_name_4,Product_Offer_price_0,room_type_0,bathroom_0,apartment_size_0,luas2_Bangunan,certificate_0,view_0,interior_0,apartment_facilities_0,area_facilities_0,makesure_tipe,floor_level_0,Multipel_detail
1763443191-489,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=168,https://www.99.co/id/properti/rumah-dekat-ciputra-world-kuningan-1010560801,"BEST PRICE! Rumah Berkualitas di Setiabudi, Luas 93m² LB 146m²",5500 Watt,"Setiabudi, Jakarta Selatan, Jakarta",Rp 9.300.000.000,1,1,93 m²Luas Tanah,146 m²Luas Bangunan,5500 Watt,1,Unfurnished,,,RumahJualDiperbaharui : 20 Jun 2025 23:15,Unfurnished,Detail PropertiDaya Listrik5500 WattInteriorUnfurnishedJumlah Lantai2Tipe PropertiRumahTipe IklanSaleKamar Tidur1Kamar Mandi1Tanya Lebih LanjutLihat Lebih Sedikit
1763443207-490,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=168,https://www.99.co/id/properti/fast-sale-apartment-south-hills-jakarta-selatan-1-bedroom-1010566182,"HOT UNIT! Apartemen di Setiabudi, 1 KT, Luas 68m²",South Hills,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.100.000.000,1,1,68 m²Luas Apartemen,,South Hills,,Full Furnished,Fasilitas AreaDekat Tempat IbadahKolam RenangTaman,,ApartemenJualDiperbaharui : 21 Jun 2025 13:54,25,Detail PropertiNama ApartemenSouth HillsTingkat Lantai25Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443248-491,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=168,https://www.99.co/id/properti/di-jual-apartemen-ascott-kuningan-jakarta-selatan-full-furnished-1010566370,"BEST OFFER! Apartemen di Setiabudi, 3 KT, Luas 178m², Area Strategis, Fasilitas Lengkap, Bisa Segera Ditempati",Ascott Kuningan Jakarta,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.500.000.000,3,2,178 m²Luas Apartemen,,Ascott Kuningan Jakarta,,Full Furnished,Fasilitas AreaDekat Tempat IbadahKolam RenangTaman,,ApartemenJualDiperbaharui : 21 Jun 2025 14:08,36,Detail PropertiNama ApartemenAscott Kuningan JakartaTingkat Lantai36Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443500-492,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/dijual-rumah-utama-dan-rumah-kost-di-kuningan-karet-semanggi-setiabudi-jakarta-selatan-1010597963,"HOT PROPERTY! Rumah Strategis area Setiabudi, LT 426m² Bangunan 600m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 24.000.000.000,31,15,426 m²Luas Tanah,600 m²Luas Bangunan,SHM,Rumah,Unfurnished,,,RumahJualDiperbaharui : 24 Jun 2025 15:56,4,Detail PropertiSertifikatSHMCarpots4Daya Listrik11000 WattInteriorUnfurnishedJumlah Lantai2Tipe PropertiRumahTipe IklanSaleKamar Tidur31Kamar Mandi15Tanya Lebih LanjutLihat Lebih Sedikit
1763443524-493,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/rumah-dijual-9mily-setiabudi-cp-1010599194,"Rumah Lokasi Strategis area Setiabudi, Jakarta Selatan, Luas 353m² Bangunan 500m²",Unfurnished,"Setiabudi, Jakarta Selatan, Jakarta",Rp 9.280.000.000,4,3,353 m²Luas Tanah,500 m²Luas Bangunan,Unfurnished,4,Unfurnished,,,RumahJualDiperbaharui : 13 Okt 2025 13:32,2,Detail PropertiInteriorUnfurnishedJumlah Lantai2Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookKamar Tidur4Kamar Mandi3Tanya Lebih LanjutLihat Lebih Sedikit
1763443539-494,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/dijual-cepat-tamansari-semanggi-apartemen-1br-harga-murah-1007857515,"PRIME LOCATION! Apartemen Kawasan Setiabudi, 1 KM, Luas 47m², Premium",Tamansari Semanggi Apartemen,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.100.000.000,1,1,47 m²Luas Apartemen,,Tamansari Semanggi Apartemen,Semi Furnished,Semi Furnished,,,ApartemenJualDiperbaharui : 24 Jun 2025 18:19,30,Detail PropertiNama ApartemenTamansari Semanggi ApartemenTingkat Lantai30SertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763443562-495,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/dijual-rumah-4lantai-akses-2mobil-lebar-lokasi-setia-budi-1010600639,"INVESTASI TEPAT! Rumah di Setiabudi, Luas 165m² LB 274m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 8.500.000.000,6,4,165 m²Luas Tanah,274 m²Luas Bangunan,SHM,Sale,Semi Furnished,,,RumahJualDiperbaharui : 24 Jun 2025 21:51,2,Detail PropertiSertifikatSHMCarpots2InteriorSemi FurnishedJumlah Lantai4Tipe PropertiRumahTipe IklanSaleKamar Tidur6Kamar Mandi4Tanya Lebih LanjutLihat Lebih Sedikit
1763443578-496,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/apartemen-mewah-anandamaya-pusat-kota-jakarta-1009968119,"Apartemen Premium Kawasan Setiabudi, Luas 339m², 4 KM",Anandamaya Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 32.000.000.000,4,4,339 m²Luas Apartemen,,Anandamaya Residences,,Semi Furnished,,,ApartemenJualDiperbaharui : 25 Jun 2025 01:32,9,Detail PropertiNama ApartemenAnandamaya ResidencesTingkat Lantai9Tipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763443603-497,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/tamansari-semanggi-tower-b-studio-34m2-furnished-high-floor-79069627115,"HOT UNIT! Apartemen di Setiabudi, 0 KT, Luas 34m²",Taman Sari Semanggi,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.100.000.000,Studio,34 m²,,,Taman Sari Semanggi,Full Furnished,Full Furnished,,,ApartemenJualDiperbaharui : 25 Jun 2025 08:49,29,Detail PropertiNama ApartemenTaman Sari SemanggiTingkat Lantai29SertifikatStrata TitleTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443618-498,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-1001253795,"HARGA TERBAIK! Apartemen di Setiabudi, 2 KM, Luas 125m², Area Strategis, Fasilitas Lengkap, Siap Ditempati",Apartement Kuningan City Denpasar Residence,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.500.000.000,3,2,125 m²Luas Apartemen,,Apartement Kuningan City Denpasar Residence,,Full Furnished,,,ApartemenJualDiperbaharui : 10 Okt 2025 08:52,SHM,Detail PropertiNama ApartemenApartement Kuningan City Denpasar ResidenceSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443633-499,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/apartment-verde-1-penthouse-4-br-1010602913,"Apartemen Strategis Kawasan Setiabudi, 4 KT, Luas 380m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Modern, Lokasi Berkembang",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 15.000.000.000,4,3,380 m²Luas Apartemen,,Verde,,,Fasilitas AreaKolam Renang,,ApartemenJualDiperbaharui : 25 Jun 2025 09:42,1,Detail PropertiNama ApartemenVerdeTingkat Lantai1Tipe PropertiApartemenTipe IklanSale
1763443656-500,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/apartemen-dijual-3mily-setiabudi-cp-60533937409,"HARGA TERBAIK! Apartemen di Setiabudi, 1 KM, Luas 79m², Lokasi Premium, Fasilitas Modern, Bisa Segera Huni",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.200.000.000,2,1,79 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Kolam RenangTaman,ApartemenJualDiperbaharui : 11 Okt 2025 16:20,Apartemen,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443682-501,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/apartemen-dijual-4mily-setiabudi-cp-63965209646,"Apartemen Kawasan Setiabudi, Jakarta Selatan, 3 KT, Luas 141m², Fasilitas Lengkap",Setiabudi Residences,"Setiabudi, Jakarta Selatan, Jakarta",Rp 4.300.000.000,3,2,141 m²Luas Apartemen,,Setiabudi Residences,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Kolam RenangTaman,ApartemenJualDiperbaharui : 11 Okt 2025 16:17,12,Detail PropertiNama ApartemenSetiabudi ResidencesTingkat Lantai12Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443705-502,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/rumah-dijual-10mily-setiabudi-cp-19106655909,"Rumah Strategis 8 KT Luas Tanah 230m² di Setiabudi, Jakarta Selatan",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 10.000.000.000,8,2,230 m²Luas Tanah,350 m²Luas Bangunan,SHM,Rumah,Unfurnished,,,RumahJualDiperbaharui : 11 Okt 2025 16:21,1,Detail PropertiSertifikatSHMCarpots1Daya Listrik3500 WattInteriorUnfurnishedJumlah Lantai2Tipe PropertiRumahTipe IklanSaleOrientasi BangunanHookKamar Tidur8Kamar Mandi2Tanya Lebih LanjutLihat Lebih Sedikit
1763443726-503,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/dijual-apartemen-verde-1-penthouse-lb-380m2-4-kamar-tidur-furnished-bagus-1010604451,"LOKASI TERBAIK! Apartemen di Setiabudi, 3 KM, Luas 380m², Bisa Segera Huni, Fasilitas Terlengkap",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 15.000.000.000,4,3,380 m²Luas Apartemen,,Verde,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 25 Jun 2025 11:02,Apartemen,Detail PropertiNama ApartemenVerdeTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443751-504,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/rumah-cocok-untuk-kost-di-jl-komando-setiabudi-1010605900,"Rumah Eksklusif lokasi Setiabudi, Jakarta Selatan, LT 268m² Bangunan 170m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 10.500.000.000,7,3,268 m²Luas Tanah,170 m²Luas Bangunan,SHM,Sale,Unfurnished,Fasilitas AreaDekat Tempat Ibadah,,RumahJualDiperbaharui : 25 Jun 2025 12:33,1,Detail PropertiSertifikatSHMCarpots1InteriorUnfurnishedJumlah Lantai1Tipe PropertiRumahTipe IklanSaleKamar Tidur7Kamar Mandi3Tanya Lebih LanjutLihat Lebih Sedikit
1763443765-505,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/rumah-di-setiabudi-1005256213,Hunian Ideal bagi Keluarga area Setiabudi - LT 103m²,Rumah,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.500.000.000,3,2,103 m²Luas Tanah,100 m²Luas Bangunan,Rumah,,,,,RumahJualDiperbaharui : 25 Jun 2025 12:55,Sale,Detail PropertiTipe PropertiRumahTipe IklanSaleKamar Tidur3Kamar Mandi2
1763443780-506,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/apartment-denpasar-residence-2-br-furnished-1010606545,"PRIME UNIT! Apartemen di Setiabudi, 1 KM, Luas 94m², Area Premium, Fasilitas Modern",Denpasar Residence Kuningan,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.700.000.000,2,1,94 m²Luas Apartemen,,Denpasar Residence Kuningan,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 30 Jun 2025 20:27,12,Detail PropertiNama ApartemenDenpasar Residence KuninganTingkat Lantai12Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443793-507,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/dijual-penthouse-mewah-di-apartment-verde-setiabudi-kuningan-jaksel-1010606577,"LOKASI TERBAIK! Apartemen Kawasan Setiabudi, 4 KT, Luas 380m², Bisa Segera Huni, Fasilitas Terlengkap",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 15.000.000.000,4,3,380 m²Luas Apartemen,,Verde,,Full Furnished,Fasilitas AreaKolam Renang,,ApartemenJualDiperbaharui : 01 Jul 2025 09:55,20,Detail PropertiNama ApartemenVerdeTingkat Lantai20Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443808-508,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/dijual-apartment-setiabudi-sky-garden-kuningan-jakarta-selatan-1004341212,"Apartemen Strategis di Setiabudi, 2 KM, Luas 155m², Kawasan Setiabudi, Jakarta Selatan, Jakarta Selatan, Pemandangan Indah",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 5.400.000.000,3,2,155 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,,,ApartemenJualDiperbaharui : 25 Jun 2025 13:28,Apartemen,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443825-509,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/apartemen-mewah-sky-garden-setiabudi-jakarta-selatan-28860104744,"BEST DEAL! Apartemen di Setiabudi, 2 KT, Luas 93m²",SKY GARDEN SETIABUDI,"Setiabudi, Jakarta Selatan, Jakarta",Rp 235.752.000,2,2,93 m²Luas Apartemen,,SKY GARDEN SETIABUDI,,Full Furnished,Fasilitas AreaKeamanan 24 JamDekat Tempat IbadahKolam RenangTamanJogging Track,,ApartemenJualDiperbaharui : 25 Jun 2025 13:29,Apartemen,Detail PropertiNama ApartemenSKY GARDEN SETIABUDITipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443847-510,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/apartemen-mewah-sky-garden-setiabudi-di-jakarta-selatan-95412554353,"Apartemen di Setiabudi, 3 KT, Luas 155m², Good View",SKY GARDEN SETIABUDI,"Setiabudi, Jakarta Selatan, Jakarta",Rp 6.250.000.000,3,3,155 m²Luas Apartemen,,SKY GARDEN SETIABUDI,,Full Furnished,Fasilitas AreaKeamanan 24 JamDekat Tempat IbadahKolam RenangTamanJogging Track,,ApartemenJualDiperbaharui : 25 Jun 2025 13:30,Apartemen,Detail PropertiNama ApartemenSKY GARDEN SETIABUDITipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443870-511,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=166,https://www.99.co/id/properti/dijual-apartement-brand-new-setiabudi-sky-garden-kuningan-jaksel-1004011503,"Apartemen Kawasan Setiabudi, Jakarta Selatan, 3 KT, Luas 155m², Fasilitas Lengkap",SETIABUDI SKY GARDEN,"Setiabudi, Jakarta Selatan, Jakarta",Rp 7.500.000.000,3,2,155 m²Luas Apartemen,,SETIABUDI SKY GARDEN,,Full Furnished,,,ApartemenJualDiperbaharui : 25 Jun 2025 13:30,Apartemen,Detail PropertiNama ApartemenSETIABUDI SKY GARDENTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443913-512,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/the-grove-apartment-2br-brand-new-fully-furnished-unit-for-sale-1010606859,"Apartemen Siap Huni di Setiabudi, 2 KT, Luas 86m²",The Grove Apartment,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.500.000.000,2,2,86 m²Luas Apartemen,,The Grove Apartment,,Full Furnished,Fasilitas ApartemenKolam RenangCCTVWifiMesin Cuci,Kolam RenangTaman,ApartemenJualDiperbaharui : 26 Jul 2025 10:55,18,Detail PropertiNama ApartemenThe Grove ApartmentTingkat Lantai18Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443927-513,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/rumah-siap-huni-di-denpasar-karangasem-area-1008613780,"Hunian Asri Setiabudi, Area Sejuk - 4 KT",2,"Setiabudi, Jakarta Selatan, Jakarta",Rp 55.000.000.000,4,4,598 m²Luas Tanah,430 m²Luas Bangunan,2,,,,,RumahJualDiperbaharui : 25 Jun 2025 14:06,Rumah,Detail PropertiJumlah Lantai2Tipe PropertiRumahTipe IklanSaleKamar Tidur4Kamar Mandi4
1763443957-514,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/furnished-3-bedrooms-lavie-all-suites-apartment-for-sale-1010609761,"Apartemen Premium di Setiabudi, Luas 221m², 3 KM",La Vie All Suites,"Setiabudi, Jakarta Selatan, Jakarta",Rp 15.000.000.000,3,3,221 m²Luas Apartemen,,La Vie All Suites,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelInternetCCTVTeleponWifiMesin CuciLihat Lebih Sedikit,Dekat Tempat IbadahKolam RenangTaman,ApartemenJualDiperbaharui : 21 Agt 2025 14:01,1,Detail PropertiNama ApartemenLa Vie All SuitesTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763443983-515,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/rumah-3-lantai-cocok-untuk-banyak-usaha-man-cave-1010610610,"Rumah Idaman Keluarga! Rumah 2 Lantai di Setiabudi, Jakarta Selatan, LT 308m² Bangunan 424m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 27.500.000.000,5,6,308 m²Luas Tanah,424 m²Luas Bangunan,SHM,3,Semi Furnished,Fasilitas AreaKeamanan 24 Jam,,RumahJualDiperbaharui : 25 Jun 2025 17:30,2,Detail PropertiSertifikatSHMGarasi2Carpots3Daya Listrik5500 WattInteriorSemi FurnishedJumlah Lantai3Tipe PropertiRumahTipe IklanSaleKamar Tidur5Kamar Mandi6Tanya Lebih LanjutLihat Lebih Sedikit
1763443999-516,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/apartemen-dijual-6mily-setiabudi-cp-1010612345,"Apartemen Premium di Setiabudi, 3 KM, Luas 137m²",The Elements Kuningan Apartment,"Setiabudi, Jakarta Selatan, Jakarta",Rp 6.000.000.000,3,3,137 m²Luas Apartemen,,The Elements Kuningan Apartment,,Semi Furnished,Fasilitas ApartemenTeleponWifi,Dekat Tempat IbadahKolam RenangTaman,ApartemenJualDiperbaharui : 13 Okt 2025 05:16,10,Detail PropertiNama ApartemenThe Elements Kuningan ApartmentTingkat Lantai10Tipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763444014-517,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/apartemen-dijual-15mily-setiabudi-cp-1010613400,"Apartemen di Setiabudi, 4 KM, Luas 380m², Premium",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 15.000.000.000,4,4,380 m²Luas Apartemen,,Verde,,Semi Furnished,,,ApartemenJualDiperbaharui : 10 Okt 2025 12:51,Apartemen,Detail PropertiNama ApartemenVerdeTipe PropertiApartemenTipe IklanSaleInteriorSemi Furnished
1763444037-518,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/dijual-rumah-konsep-industrial-di-jakarta-selatan-1006513469,"PROMO TERBATAS! Rumah Berkualitas area Setiabudi, Jakarta Selatan, LT 308m² LB 424m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 27.500.000.000,5,6,308 m²Luas Tanah,424 m²Luas Bangunan,SHM,3,Semi Furnished,,,RumahJualDiperbaharui : 26 Jun 2025 09:56,3,Detail PropertiSertifikatSHMGarasi3Carpots1Daya Listrik5500 WattInteriorSemi FurnishedJumlah Lantai3Tipe PropertiRumahTipe IklanSaleKamar Tidur5Kamar Mandi6Tanya Lebih LanjutLihat Lebih Sedikit
1763444053-519,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/apartemen-dijual-2mily-setiabudi-cp-1010617662,"Apartemen di Setiabudi, 2 KM, Luas 93m², Lokasi Strategis",Setiabudi Sky Garden,"Setiabudi, Jakarta Selatan, Jakarta",Rp 2.800.000.000,2,2,93 m²Luas Apartemen,,Setiabudi Sky Garden,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 13 Okt 2025 18:14,Apartemen,Detail PropertiNama ApartemenSetiabudi Sky GardenTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763444069-520,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/dijual-murah-apartemen-newton-jakarta-selatan-1010620768,"Apartemen Strategis di Setiabudi, 1 KT, Luas 23m²",Newton The Hybrid Park,"Setiabudi, Jakarta Selatan, Jakarta",Rp 1.250.000.000,1,1,23 m²Luas Apartemen,,Newton The Hybrid Park,,Full Furnished,Fasilitas AreaKolam RenangTaman,,ApartemenJualDiperbaharui : 26 Jun 2025 14:17,Apartemen,Detail PropertiNama ApartemenNewton The Hybrid ParkTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763444085-521,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/apartemen-dijual-13mily-setiabudi-cp-1010620950,"UNIT TERBAIK! Apartemen di Setiabudi, Jakarta Selatan, 2 KM, Luas 310m², Harga Terbaik",Verde,"Setiabudi, Jakarta Selatan, Jakarta",Rp 13.000.000.000,3,2,310 m²Luas Apartemen,,Verde,,Full Furnished,Fasilitas ApartemenKolam RenangTV KabelTeleponWifiMesin Cuci,Kolam RenangTaman,ApartemenJualDiperbaharui : 10 Okt 2025 23:11,1,Detail PropertiNama ApartemenVerdeTingkat Lantai1Tipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763444103-522,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/jual-cepat-apartemen-tamansari-sudirman-tipe-studio-full-furnished-dekat-kuningan-semanggi-senayan-dan-tanah-abang-1008572334,"BEST DEAL! Apartemen Kawasan Setiabudi, Jakarta Selatan, 1 KT, Luas 24m²",Taman Sari Sudirman,"Setiabudi, Jakarta Selatan, Jakarta",Rp 710.000.000,1,1,24 m²Luas Apartemen,,Taman Sari Sudirman,,Full Furnished,,,ApartemenJualDiperbaharui : 26 Jun 2025 14:53,SHM,Detail PropertiNama ApartemenTaman Sari SudirmanSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763444117-523,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/apartemen-taman-sari-sudirman-tipe-studio-setiabudi-jaksel-37392151636,"Apartemen di Setiabudi, Jakarta Selatan, 1 KT, Luas 28m²",Taman Sari Sudirman,"Setiabudi, Jakarta Selatan, Jakarta",Rp 750.000.000,1,1,28 m²Luas Apartemen,,Taman Sari Sudirman,,Full Furnished,,,ApartemenJualDiperbaharui : 26 Jun 2025 14:54,SHM,Detail PropertiNama ApartemenTaman Sari SudirmanSertifikatSHMTipe PropertiApartemenTipe IklanSaleInteriorFull Furnished
1763444142-524,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/rumah-setiabudi-1004080471,"Rumah Lingkungan Nyaman di Setiabudi, Jakarta Selatan, LT 250m² Bangunan 200m²",SHM,"Setiabudi, Jakarta Selatan, Jakarta",Rp 12.000.000.000,4,3,250 m²Luas Tanah,200 m²Luas Bangunan,SHM,1,Unfurnished,Fasilitas AreaDekat Tempat Ibadah,,RumahJualDiperbaharui : 26 Jun 2025 16:28,2,Detail PropertiSertifikatSHMGarasi2Carpots2Daya Listrik2200 WattInteriorUnfurnishedJumlah Lantai1Tipe PropertiRumahTipe IklanSaleKamar Tidur4Kamar Mandi3Tanya Lebih LanjutLihat Lebih Sedikit
1763444157-525,https://www.99.co/id/jual/cari/area-jakarta-selatan/setiabudi?listingView=grid&tipe_properti=1%2C2&hlmn=165,https://www.99.co/id/properti/dijual-apartment-31-br-empyreal-lantai-3-jl-epicentrum-boulevard-barat-karet-kuningan-setiabudi-jakarta-selatan-1010623704,"Apartemen Strategis di Setiabudi, 2 KM, Luas 119m², Dekat Setiabudi, Jakarta Selatan, Jakarta Selatan, Fasilitas Modern",Apartemen,"Setiabudi, Jakarta Selatan, Jakarta",Rp 3.500.000.000,3,2,119 m²Luas Apartemen,,Apartemen,,,,,ApartemenJualDiperbaharui : 03 Jul 2025 13:20,Sale,Detail PropertiTipe PropertiApartemenTipe IklanSale
